country,location,property_type,apartment_living_area,apartment_rooms,apartment_bedrooms,bedroom_ratio,apartment_bathrooms,building_total_floors,apartment_floor,building_construction_year,price_in_USD
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",apartment,57.27272727272727,3,2,0.6666666666666666,1,5.0,3.0,2023.0,95106.0
Turkey,"Mediterranean Region, Antalya, Turkey",apartment,56.0,2,1,0.6666666666666666,1,5.0,1.0,2023.0,105099.0
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",apartment,34.36363636363636,2,1,0.6666666666666666,1,5.0,3.0,2023.0,98910.0
Turkey,"Mediterranean Region, Gazipasa, Turkey",apartment,41.36363636363636,3,2,0.6666666666666666,1,8.0,5.0,2023.0,145344.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,38.18181818181818,2,1,0.6666666666666666,1,3.0,3.0,2023.0,149014.0
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",apartment,57.27272727272727,2,1,0.6666666666666666,1,8.0,4.0,2023.0,161409.0
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",apartment,32.0,2,1,0.6666666666666666,1,13.0,13.0,2024.0,113584.0
Turkey,"Mediterranean Region, Gazipasa, Turkey",apartment,31.818181818181817,2,1,0.6666666666666666,1,5.0,5.0,2023.0,153051.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,63.63636363636363,3,2,0.6666666666666666,1,2.0,2.0,2023.0,116417.0
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",apartment,45.0,2,1,0.6666666666666666,1,5.0,3.0,2025.0,120649.0
Turkey,"Mediterranean Region, Turkey",apartment,195.0,3,2,0.6666666666666666,1,9.0,3.0,2023.0,128322.0
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",apartment,65.0,2,1,0.6666666666666666,1,5.0,3.0,2023.0,112468.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,70.0,3,2,0.6666666666666666,1,4.0,4.0,2023.0,104564.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,70.0,3,2,0.6666666666666666,1,4.0,4.0,2023.0,123826.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,30.545454545454547,2,1,0.6666666666666666,1,1.0,1.0,2023.0,122238.0
Turkey,"Mediterranean Region, Mersin, Turkey",apartment,108.18181818181819,5,4,0.6666666666666666,1,5.0,3.0,2023.0,108149.0
Turkey,"Mezitli, Mediterranean Region, Mersin, Turkey",apartment,63.0,3,2,0.6666666666666666,1,5.0,3.0,2023.0,99997.0
Turkey,"Mediterranean Region, Erdemli, Turkey",apartment,40.09090909090909,2,1,0.5,1,11.0,4.0,2023.0,85867.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,22.272727272727273,1,0,0.6666666666666666,1,5.0,8.0,2023.0,95650.0
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",apartment,36.0,2,1,0.6666666666666666,1,16.0,15.0,2024.0,101084.0
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",apartment,31.818181818181817,2,1,0.5,1,11.0,3.0,2023.0,77444.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,73.18181818181819,3,2,0.5,1,3.0,3.0,2023.0,81294.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,38.18181818181818,2,1,0.6666666666666666,1,5.0,1.0,2023.0,79375.0
Turkey,"Mediterranean Region, Mersin, Turkey",apartment,30.0,2,1,0.6666666666666666,1,15.0,9.0,2024.0,88041.0
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",apartment,31.18181818181818,2,1,0.5,1,11.0,3.0,2023.0,78259.0
Turkey,"Tuerkler, Mediterranean Region, Alanya, Turkey",apartment,35.63636363636363,2,1,0.6666666666666666,1,5.0,3.0,2023.0,97824.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,35.0,2,1,0.6666666666666666,1,3.0,3.0,2023.0,81492.0
Turkey,"Mediterranean Region, Erdemli, Turkey",apartment,57.27272727272727,3,1,0.6666666666666666,2,5.0,9.0,2023.0,99997.0
Turkey,"Payallar, Mediterranean Region, Alanya, Turkey",apartment,40.09090909090909,2,1,0.6666666666666666,1,5.0,3.0,2023.0,108149.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,79.54545454545455,3,1,0.5,2,6.0,3.0,2023.0,87531.0
Turkey,"Mediterranean Region, Mersin, Turkey",apartment,88.0,3,1,0.6666666666666666,2,12.0,4.0,2024.0,95000.0
Turkey,"Bahcelievler Mahallesi, Marmara Region, Turkey",apartment,34.36363636363636,1,1,0.6666666666666666,0,5.0,3.0,2023.0,110782.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,33.09090909090909,2,1,0.6666666666666666,1,1.0,1.0,2023.0,100542.0
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",apartment,36.0,2,1,0.6666666666666666,1,16.0,9.0,2024.0,94563.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,29.272727272727273,2,1,0.6666666666666666,1,3.0,3.0,2023.0,99881.0
Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",apartment,28.0,2,1,0.6666666666666666,1,15.0,9.0,2024.0,73911.0
Turkey,"Ciftepinar, Mediterranean Region, Erdemli, Turkey",apartment,100.0,3,2,0.5,1,15.0,11.0,2010.0,67933.0
Turkey,"Ciftepinar, Mediterranean Region, Erdemli, Turkey",apartment,31.818181818181817,2,1,0.6666666666666666,1,14.0,14.0,2023.0,77076.0
Turkey,"Canakci, Mediterranean Region, Erdemli, Turkey",apartment,60.45454545454545,3,2,0.5,1,11.0,3.0,2023.0,78897.0
Turkey,"Mediterranean Region, Erdemli, Turkey",apartment,41.36363636363636,3,2,0.5,1,11.0,4.0,2024.0,61955.0
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",apartment,35.0,2,1,0.5,1,11.0,3.0,2023.0,78802.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,85.9090909090909,3,2,0.6666666666666666,1,4.0,4.0,2023.0,160656.0
Turkey,"Kahyalar, Mediterranean Region, Gazipasa, Turkey",apartment,38.18181818181818,1,0,0.6666666666666666,1,5.0,3.0,2023.0,134779.0
Turkey,"Mediterranean Region, Mersin, Turkey",apartment,62.0,3,2,0.6666666666666666,1,14.0,3.0,2024.0,143313.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,54.09090909090909,3,2,0.6666666666666666,1,2.0,2.0,2023.0,144463.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,35.0,2,1,0.6666666666666666,1,6.0,6.0,2023.0,152930.0
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",apartment,33.09090909090909,2,1,0.6666666666666666,1,4.0,4.0,2023.0,162961.0
Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",apartment,31.818181818181817,2,1,0.6666666666666666,1,5.0,1.0,2023.0,169568.0
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",apartment,64.27272727272727,3,2,0.6666666666666666,1,11.0,11.0,2023.0,147109.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,85.9090909090909,3,2,0.6666666666666666,1,2.0,2.0,2023.0,151342.0
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",apartment,57.27272727272727,3,2,0.6666666666666666,1,5.0,3.0,2023.0,151400.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,70.0,3,2,0.6666666666666666,1,2.0,2.0,2023.0,150601.0
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",apartment,50.0,2,1,0.6666666666666666,1,5.0,3.0,2023.0,157605.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,57.27272727272727,3,2,0.6666666666666666,1,2.0,2.0,2023.0,192088.0
Turkey,"Tuerkler, Mediterranean Region, Alanya, Turkey",apartment,35.0,2,1,0.6666666666666666,1,8.0,8.0,2023.0,159658.0
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",apartment,45.81818181818182,3,2,0.6666666666666666,1,5.0,3.0,2023.0,95106.0
Turkey,"Sariyar, Mediterranean Region, Mersin, Turkey",apartment,49.0,2,1,0.5,1,11.0,3.0,2023.0,76085.0
Turkey,"Yesiloez, Mediterranean Region, Alanya, Turkey",apartment,63.0,3,2,0.5,1,11.0,3.0,2023.0,80704.0
Turkey,"Erdemli, Mediterranean Region, Mersin, Turkey",apartment,63.63636363636363,3,2,0.5,1,11.0,2.0,2023.0,82607.0
Turkey,"Muratpasa, Mediterranean Region, Turkey",apartment,100.0,3,2,0.6666666666666666,1,4.0,3.0,2013.0,122823.0
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",apartment,36.0,2,1,0.6666666666666666,1,16.0,9.0,2024.0,94563.0
Turkey,"Yesiloez, Mediterranean Region, Alanya, Turkey",apartment,63.63636363636363,3,2,0.5,1,11.0,2.0,2023.0,80976.0
Turkey,"Payallar, Mediterranean Region, Alanya, Turkey",apartment,56.63636363636363,3,2,0.6666666666666666,1,5.0,3.0,2023.0,114127.0
Turkey,"Yaylali, Mediterranean Region, Alanya, Turkey",apartment,39.45454545454545,2,1,0.6666666666666666,1,1.0,1.0,2023.0,79905.0
Turkey,"Mezitli, Mediterranean Region, Mersin, Turkey",apartment,46.0,2,1,0.5,1,14.0,3.0,2024.0,79346.0
Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",apartment,40.09090909090909,2,1,0.6666666666666666,1,5.0,3.0,2023.0,108693.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,28.636363636363637,2,1,0.6666666666666666,1,1.0,1.0,2023.0,133880.0
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",apartment,33.0,2,1,0.6666666666666666,1,16.0,12.0,2024.0,94563.0
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",apartment,35.0,2,1,0.6666666666666666,1,16.0,13.0,2024.0,99997.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,57.27272727272727,3,2,0.6666666666666666,1,1.0,1.0,2023.0,122238.0
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",apartment,44.54545454545455,2,1,0.6666666666666666,1,2.0,2.0,2023.0,109538.0
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",apartment,32.0,2,1,0.6666666666666666,1,13.0,9.0,2024.0,103802.0
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",apartment,33.09090909090909,2,1,0.6666666666666666,1,5.0,3.0,2023.0,114127.0
Turkey,"Marmara Region, Goeruekle Mahallesi, Niluefer, Turkey",apartment,92.0,4,2,0.6666666666666666,2,4.0,1.0,2024.0,116301.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,42.63636363636363,3,2,0.6666666666666666,1,1.0,1.0,2023.0,140759.0
Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",apartment,33.09090909090909,2,1,0.6666666666666666,1,5.0,5.0,2023.0,136535.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,33.09090909090909,2,1,0.6666666666666666,1,2.0,2.0,2023.0,124566.0
Turkey,"Mahmutlar, Central Anatolia Region, Kırıkkale, Kirikkale merkez, Turkey",apartment,35.0,2,1,0.6666666666666666,1,5.0,1.0,2023.0,116139.0
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",apartment,94.81818181818181,1,0,0.6666666666666666,3,5.0,3.0,2023.0,119980.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,38.18181818181818,3,2,0.6666666666666666,1,4.0,4.0,2023.0,128059.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,105.0,4,3,0.6666666666666666,1,1.0,1.0,2023.0,125942.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,35.0,1,0,0.6666666666666666,1,5.0,3.0,2023.0,152170.0
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",apartment,40.72727272727273,2,1,0.6666666666666666,1,4.0,3.0,2023.0,118475.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,35.0,2,1,0.6666666666666666,1,1.0,1.0,2023.0,103188.0
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",apartment,50.0,2,1,0.6666666666666666,1,5.0,3.0,2024.0,160520.0
Turkey,"Seki, Mediterranean Region, Alanya, Turkey",apartment,38.18181818181818,2,1,0.6666666666666666,1,5.0,5.0,2023.0,99098.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,95.45454545454545,4,3,0.6666666666666666,1,4.0,4.0,2023.0,127001.0
Turkey,"Mezitli, Mediterranean Region, Mersin, Turkey",apartment,76.36363636363636,3,2,0.6666666666666666,1,5.0,2.0,2023.0,122823.0
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",apartment,32.0,2,1,0.6666666666666666,1,13.0,10.0,2024.0,106519.0
Turkey,"Mezitli, Mediterranean Region, Mersin, Turkey",apartment,75.0,3,1,0.6666666666666666,2,14.0,3.0,2024.0,106519.0
Turkey,"Akarca, Central Anatolia Region, Turkey",apartment,44.54545454545455,2,1,0.5,1,12.0,3.0,2025.0,85867.0
Turkey,"Mediterranean Region, Turkey",apartment,44.54545454545455,1,0,0.5,1,11.0,3.0,2024.0,85783.0
Turkey,"Mediterranean Region, Gazipasa, Turkey",apartment,65.54545454545455,3,2,0.6666666666666666,1,5.0,3.0,2023.0,97824.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,28.636363636363637,2,1,0.6666666666666666,1,1.0,1.0,2023.0,94933.0
Turkey,"Mezitli, Mediterranean Region, Mersin, Turkey",apartment,44.54545454545455,3,2,0.5,1,11.0,3.0,2023.0,83693.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,52.18181818181818,3,2,0.6666666666666666,1,1.0,1.0,2023.0,128059.0
Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",apartment,28.0,2,1,0.6666666666666666,1,15.0,14.0,2024.0,82607.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,152.72727272727272,5,2,0.5,3,9.0,3.0,2023.0,86714.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,57.27272727272727,3,1,0.6666666666666666,2,5.0,3.0,2023.0,89424.0
Turkey,"Mediterranean Region, Alanya, Turkey",apartment,60.0,2,1,0.6666666666666666,1,5.0,4.0,1998.0,102286.0
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",apartment,31.818181818181817,2,1,0.5,1,10.0,3.0,2022.0,87498.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,79.54545454545455,3,2,0.5,1,6.0,3.0,2023.0,88072.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,35.0,2,1,0.6666666666666666,1,9.0,9.0,2023.0,101865.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",penthouse,140.0,4,1,0.5833333333333333,3,10.0,3.0,2023.0,82920.0
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",apartment,36.0,2,1,0.6666666666666666,1,16.0,14.0,2024.0,99997.0
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",apartment,33.0,2,1,0.6666666666666666,1,16.0,10.0,2024.0,92389.0
Turkey,"Mediterranean Region, Mersin, Turkey",apartment,44.54545454545455,2,1,0.6666666666666666,1,1.0,1.0,2023.0,70909.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,76.36363636363636,3,1,0.5,2,9.0,3.0,2023.0,72623.0
Turkey,"Mediterranean Region, Turkey",apartment,50.0,1,0,0.5,1,3.0,1.0,2023.0,58106.0
Turkey,"Mediterranean Region, Mersin, Turkey",apartment,48.0,2,1,0.5,1,14.0,3.0,2025.0,64129.0
Turkey,"Akarca, Central Anatolia Region, Turkey",apartment,35.0,2,1,0.5,1,14.0,3.0,2024.0,70650.0
Turkey,"Mediterranean Region, Turkey",apartment,48.0,2,1,0.5,1,11.0,3.0,2024.0,56000.0
Turkey,"Okurcalar, Mediterranean Region, Alanya, Turkey",apartment,31.818181818181817,2,1,0.6666666666666666,1,1.0,1.0,2023.0,104511.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,70.0,3,2,0.6666666666666666,1,5.0,3.0,2023.0,157605.0
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",apartment,57.27272727272727,2,1,0.6666666666666666,1,6.0,3.0,2023.0,108693.0
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",apartment,39.45454545454545,1,0,0.6666666666666666,1,5.0,1.0,2023.0,145647.0
Turkey,"Marmara Region, Istanbul, Turkey",apartment,42.63636363636363,1,0,0.6666666666666666,1,5.0,3.0,2023.0,92000.0
Turkey,"Yalci, Mediterranean Region, Alanya, Turkey",apartment,44.54545454545455,2,1,0.6666666666666666,1,5.0,2.0,2023.0,130431.0
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",apartment,35.0,2,1,0.6666666666666666,1,16.0,12.0,2024.0,98910.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,38.18181818181818,2,1,0.6666666666666666,1,2.0,2.0,2023.0,128059.0
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",apartment,38.18181818181818,2,1,0.6666666666666666,1,8.0,6.0,2023.0,106806.0
Turkey,"Central Anatolia Region, Pursaklar, Turkey",apartment,178.0,5,3,0.6666666666666666,2,9.0,3.0,2023.0,159778.0
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",apartment,28.636363636363637,2,1,0.6666666666666666,1,3.0,3.0,2023.0,103502.0
Turkey,"Marmara Region, Fatih Mahallesi, Basiskele, Turkey",apartment,72.54545454545455,2,1,0.6666666666666666,1,1.0,3.0,2023.0,144400.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,70.0,3,2,0.6666666666666666,1,7.0,7.0,2023.0,168805.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,35.0,2,1,0.6666666666666666,1,7.0,7.0,2023.0,164148.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,44.54545454545455,2,1,0.6666666666666666,1,5.0,9.0,2013.0,155431.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,66.81818181818181,3,2,0.6666666666666666,1,1.0,1.0,2023.0,141288.0
Turkey,Turkey,apartment,35.0,2,1,0.6666666666666666,1,5.0,4.0,2023.0,175859.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,41.36363636363636,2,1,0.6666666666666666,1,5.0,5.0,2016.0,193691.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,73.18181818181819,3,2,0.6666666666666666,1,2.0,2.0,2023.0,197909.0
Turkey,"Mediterranean Region, Alanya, Turkey",apartment,82.0,2,1,0.6666666666666666,1,5.0,2.0,2023.0,154483.0
Turkey,"Marmara Region, Turkey",apartment,54.09090909090909,3,2,0.6666666666666666,1,5.0,3.0,2023.0,144561.0
Turkey,"Guendogdu, Marmara Region, Turkey",apartment,95.0,4,2,0.6666666666666666,2,5.0,3.0,2024.0,181517.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,33.09090909090909,2,1,0.6666666666666666,1,4.0,1.0,2023.0,169568.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,29.90909090909091,2,1,0.6666666666666666,1,3.0,3.0,2023.0,178118.0
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",apartment,65.54545454545455,3,2,0.5,1,9.0,8.0,2023.0,81520.0
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",apartment,31.818181818181817,2,1,0.6666666666666666,1,8.0,8.0,2023.0,84233.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,73.18181818181819,3,1,0.5,2,4.0,3.0,2023.0,73707.0
Turkey,"Mediterranean Region, Mersin, Turkey",apartment,30.0,2,1,0.6666666666666666,1,15.0,7.0,2024.0,85867.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,63.63636363636363,3,2,0.6666666666666666,1,5.0,5.0,2023.0,93134.0
Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",apartment,31.818181818181817,2,1,0.5,1,11.0,2.0,2023.0,72552.0
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",apartment,33.0,2,1,0.6666666666666666,1,16.0,11.0,2024.0,93476.0
Turkey,"Mediterranean Region, Mersin, Turkey",apartment,30.0,2,1,0.6666666666666666,1,15.0,5.0,2024.0,83693.0
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",apartment,35.0,2,1,0.6666666666666666,1,16.0,13.0,2024.0,99997.0
Turkey,"Mediterranean Region, Alanya, Turkey",apartment,41.36363636363636,2,0,0.6666666666666666,2,4.0,1.0,2020.0,191739.0
Turkey,"Marmara Region, Istanbul, Turkey",apartment,81.45454545454545,1,0,0.6666666666666666,2,5.0,3.0,2023.0,179000.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,25.454545454545453,2,1,0.6666666666666666,1,5.0,3.0,2023.0,105976.0
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",apartment,33.0,2,1,0.6666666666666666,1,16.0,14.0,2024.0,98910.0
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",apartment,27.363636363636363,2,1,0.6666666666666666,1,1.0,1.0,2023.0,82021.0
Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",apartment,29.272727272727273,2,1,0.6666666666666666,1,5.0,3.0,2023.0,93476.0
Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",apartment,32.45454545454545,2,1,0.6666666666666666,1,6.0,1.0,2023.0,103784.0
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",apartment,54.09090909090909,3,2,0.6666666666666666,1,3.0,2.0,2023.0,178376.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,44.54545454545455,2,1,0.6666666666666666,1,2.0,2.0,2023.0,115253.0
Turkey,"Mediterranean Region, Antalya, Turkey",apartment,90.0,3,2,0.6666666666666666,1,3.0,3.0,2023.0,126084.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,63.63636363636363,3,2,0.6666666666666666,1,3.0,3.0,2023.0,128059.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,44.54545454545455,2,1,0.6666666666666666,1,1.0,1.0,2023.0,131551.0
Turkey,"Mediterranean Region, Alanya, Turkey",apartment,35.0,2,1,0.6666666666666666,1,8.0,5.0,2023.0,108979.0
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",apartment,35.0,2,1,0.6666666666666666,1,12.0,12.0,2023.0,82582.0
Turkey,"Bahcelievler Mahallesi, Marmara Region, Turkey",apartment,45.81818181818182,1,1,0.6666666666666666,0,5.0,3.0,2023.0,135866.0
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",apartment,32.0,2,1,0.6666666666666666,1,13.0,12.0,2024.0,111954.0
Turkey,"Sultangazi, Marmara Region, Turkey",apartment,80.0,3,2,0.6666666666666666,1,3.0,1.0,2016.0,134779.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,35.0,2,1,0.6666666666666666,1,5.0,1.0,2006.0,138040.0
Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",apartment,48.0,3,2,0.6666666666666666,1,16.0,8.0,2024.0,127171.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,54.09090909090909,3,2,0.6666666666666666,1,5.0,3.0,2023.0,191299.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,38.18181818181818,2,1,0.6666666666666666,1,1.0,1.0,2023.0,119910.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,35.0,2,1,0.6666666666666666,1,3.0,3.0,2023.0,115994.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,63.63636363636363,3,2,0.6666666666666666,1,1.0,1.0,2023.0,139701.0
Turkey,"Mediterranean Region, Turkey",apartment,73.18181818181819,3,2,0.6666666666666666,1,14.0,3.0,2022.0,111000.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,38.18181818181818,2,1,0.6666666666666666,1,11.0,9.0,2023.0,98910.0
