country,location,property_type,apartment_living_area,apartment_rooms,apartment_bedrooms,bedroom_ratio,apartment_bathrooms,building_total_floors,apartment_floor,building_construction_year,price_in_USD
Russia,"Progress, South Federal District, Resort Town of Sochi (municipal formation), Russia",house,159.0909090909091,5,3,0.6666666666666666,2,16.0,9.0,2024.0,377280.0
Russia,"Northwestern Federal District, Issadskoe selskoe poselenie, Olhava District, Russia",house,117.0,5,3,0.6666666666666666,2,16.0,9.0,2024.0,332295.0
Russia,"Central Federal District, South-Eastern Administrative Okrug, Russia",house,29.272727272727273,2,1,0.6666666666666666,1,30.0,9.0,2024.0,343725.0
Russia,"Central Federal District, Krasnogorsk, Krasnogorsky District, Russia",house,52.18181818181818,3,2,0.6666666666666666,1,34.0,9.0,2024.0,319744.0
Russia,"Central Federal District, poselenie Vnukovskoe, Novomoskovsky Administrative Okrug, Russia",house,190.9090909090909,6,4,0.6666666666666666,2,3.0,9.0,2023.0,356320.0
Russia,"Central Federal District, Western Administrative Okrug, Russia",house,28.0,2,1,0.6666666666666666,1,17.0,9.0,2024.0,350920.0
Russia,"South Federal District, Sochi, Resort Town of Sochi (municipal formation), Russia",house,234.1818181818182,5,3,0.6666666666666666,2,6.0,8.0,2020.0,726895.0
Russia,"Central Federal District, poselenie Voronovskoe, Troitsky Administrative Okrug, Russia",house,62.36363636363636,4,3,0.6666666666666666,1,8.0,8.0,2020.0,639489.0
Russia,"Northwestern Federal District, Koltushskoe selskoe poselenie, Vsevolozhsky District, Russia",house,66.0,5,3,0.6666666666666666,2,16.0,9.0,2024.0,410176.0
Russia,"Bestuzhevskoye, South Federal District, Resort Town of Sochi (municipal formation), Russia",house,200.45454545454544,5,3,0.6666666666666666,2,16.0,9.0,2024.0,471600.0
Russia,"Beloostrov, Northwestern Federal District, Kurortny District, Russia",house,124.0,5,3,0.6666666666666666,2,16.0,9.0,2024.0,446521.0
Russia,"Central Federal District, poselenie Krasnopahorskoe, Troitsky Administrative Okrug, Russia",house,208.72727272727272,7,5,0.6666666666666666,2,2.0,8.0,2020.0,724818.0
Russia,"Central Federal District, poselenie Schapovskoe, Troitsky Administrative Okrug, Russia",house,254.54545454545453,7,5,0.6666666666666666,2,3.0,8.0,2020.0,674974.0
Russia,"Central Federal District, poselenie Voronovskoe, Troitsky Administrative Okrug, Russia",house,44.54545454545455,3,2,0.6666666666666666,1,5.0,9.0,2024.0,423661.0
Russia,"Central Federal District, Russia",house,42.0,3,2,0.6666666666666666,1,40.0,8.0,2020.0,663827.0
Russia,"Krasnodar Krai, Sochi, Russia",house,179.45454545454544,7,5,0.6666666666666666,2,3.0,8.0,2012.0,617635.0
Russia,"Northwestern Federal District, Petrovskoe selskoe poselenie, Käkisalmi District, Russia",house,134.0,5,3,0.6666666666666666,2,16.0,9.0,2024.0,384216.0
Russia,"Central Federal District, poselenie Voronovskoe, Troitsky Administrative Okrug, Russia",house,25.454545454545453,5,3,0.6666666666666666,2,30.0,9.0,2024.0,426365.0
Russia,"Bestuzhevskoye, South Federal District, Resort Town of Sochi (municipal formation), Russia",cottage,190.9090909090909,5,3,0.6666666666666666,2,16.0,9.0,2024.0,462098.0
Russia,"Bylovo, Central Federal District, poselenie Krasnopahorskoe, Troitsky Administrative Okrug, Russia",house,203.63636363636363,6,4,0.6666666666666666,2,3.0,9.0,2024.0,439112.0
Russia,"South Federal District, Sochi, Resort Town of Sochi (municipal formation), Russia",house,190.9090909090909,5,3,0.6666666666666666,2,16.0,9.0,2024.0,356320.0
Russia,"South Federal District, Sochi, Resort Town of Sochi (municipal formation), Russia",house,165.45454545454544,5,3,0.6666666666666666,2,16.0,9.0,2024.0,384216.0
Russia,"Krasnye Gorki, Central Federal District, poselenie Marushkinskoe, Novomoskovsky Administrative Okrug, Russia",house,125.36363636363636,5,3,0.6666666666666666,2,2.0,9.0,2020.0,345840.0
Russia,"Pozdnyakovo, Central Federal District, Krasnogorsky District, Russia",house,211.9090909090909,5,3,0.6666666666666666,2,3.0,9.0,2024.0,384216.0
Russia,"Central Federal District, Northern Administrative Okrug, Russia",house,25.454545454545453,5,3,0.6666666666666666,2,41.0,9.0,2024.0,343725.0
Russia,"Verkhnevesyoloye, South Federal District, Resort Town of Sochi (municipal formation), Russia",house,203.63636363636363,5,3,0.6666666666666666,2,16.0,9.0,2024.0,373832.0
Russia,"South Federal District, Sochi, Resort Town of Sochi (municipal formation), Russia",house,103.72727272727272,5,3,0.6666666666666666,2,16.0,9.0,2024.0,398240.0
Russia,"South Federal District, Sochi, Resort Town of Sochi (municipal formation), Russia",house,95.45454545454545,5,3,0.6666666666666666,2,16.0,9.0,2024.0,387760.0
Russia,"Central Federal District, Russia",house,62.36363636363636,3,2,0.6666666666666666,1,36.0,8.0,2020.0,595768.0
Russia,"Central Federal District, poselenie Marushkinskoe, Novomoskovsky Administrative Okrug, Russia",house,218.9090909090909,5,3,0.6666666666666666,2,2.0,8.0,2020.0,614097.0
Russia,"South Federal District, Sochi, Resort Town of Sochi (municipal formation), Russia",house,159.0909090909091,5,3,0.6666666666666666,2,2.0,9.0,2024.0,406339.0
Russia,"Kazachiy Brod, South Federal District, Resort Town of Sochi (municipal formation), Russia",cottage,120.27272727272727,5,3,0.6666666666666666,2,16.0,9.0,2024.0,419200.0
Russia,"South Federal District, Sochi, Resort Town of Sochi (municipal formation), Russia",house,129.8181818181818,5,3,0.6666666666666666,2,6.0,8.0,2020.0,497800.0
Russia,"Central Federal District, Western Administrative Okrug, Russia",house,42.0,2,1,0.6666666666666666,1,20.0,9.0,2024.0,431655.0
Russia,"South Federal District, Resort Town of Sochi (municipal formation), Russia",house,192.8181818181818,5,3,0.6666666666666666,2,16.0,9.0,2024.0,467290.0
Russia,"Central Federal District, poselenie Voronovskoe, Troitsky Administrative Okrug, Russia",house,42.0,2,1,0.6666666666666666,1,11.0,8.0,2020.0,623342.0
Russia,"Central Federal District, Russia",house,47.09090909090909,5,3,0.6666666666666666,2,28.0,8.0,2020.0,558913.0
Russia,"Northwestern Federal District, Agalatovskoe selskoe poselenie, Vsevolozhsky District, Russia",house,118.0,5,3,0.6666666666666666,2,6.0,8.0,2020.0,508827.0
Russia,"Verkhnevesyoloye, South Federal District, Resort Town of Sochi (municipal formation), Russia",house,222.0909090909091,5,3,0.6666666666666666,2,6.0,8.0,2020.0,628800.0
Russia,"South Federal District, Sochi, Resort Town of Sochi (municipal formation), Russia",cottage,162.9090909090909,12,8,0.6666666666666666,4,6.0,8.0,2020.0,571132.0
Russia,"South Federal District, Sochi, Resort Town of Sochi (municipal formation), Russia",house,190.9090909090909,5,3,0.6666666666666666,2,6.0,8.0,2020.0,529240.0
Russia,"Central Federal District, Novomoskovsky Administrative Okrug, Russia",house,151.45454545454544,3,2,0.6666666666666666,1,2.0,8.0,2006.0,493420.0
Russia,"Central Federal District, gorodskoy okrug Istra, Russia",house,152.72727272727272,4,3,0.6666666666666666,1,2.0,9.0,2024.0,367706.0
Russia,"Guryevsk, Northwestern Federal District, Guryevsky District, Russia",house,245.0,6,4,0.6666666666666666,2,3.0,9.0,2024.0,415369.0
Russia,"Central Federal District, North-Western Administrative Okrug, Russia",house,61.09090909090909,3,2,0.6666666666666666,1,25.0,8.0,2020.0,495604.0
Russia,"Central Federal District, Krasnogorsk, Krasnogorsky District, Russia",house,75.0909090909091,4,3,0.6666666666666666,1,24.0,9.0,2024.0,396483.0
Russia,"Central Federal District, Krasnogorsk, Krasnogorsky District, Russia",house,81.45454545454545,4,3,0.6666666666666666,1,12.0,9.0,2024.0,378897.0
Russia,"Central Federal District, poselenie Voronovskoe, Troitsky Administrative Okrug, Russia",house,27.363636363636363,5,3,0.6666666666666666,2,21.0,9.0,2024.0,449801.0
Russia,"Verkhnevesyoloye, South Federal District, Resort Town of Sochi (municipal formation), Russia",house,101.81818181818181,5,3,0.6666666666666666,2,16.0,9.0,2024.0,363448.0
Russia,"Plastunka, South Federal District, Resort Town of Sochi (municipal formation), Russia",house,140.0,5,3,0.6666666666666666,2,16.0,9.0,2024.0,461120.0
Russia,"Central Federal District, poselenie Voronovskoe, Troitsky Administrative Okrug, Russia",house,41.36363636363636,2,1,0.6666666666666666,1,8.0,8.0,2020.0,639489.0
Russia,"Central Federal District, poselenie Voronovskoe, Troitsky Administrative Okrug, Russia",house,40.09090909090909,5,3,0.6666666666666666,2,21.0,8.0,2020.0,655508.0
Russia,"Central Federal District, poselenie Voronovskoe, Troitsky Administrative Okrug, Russia",house,45.81818181818182,3,2,0.6666666666666666,1,6.0,8.0,2020.0,638690.0
Russia,"Central Federal District, Central Administrative Okrug, Russia",house,41.36363636363636,5,3,0.6666666666666666,2,6.0,8.0,2020.0,573255.0
Russia,"Central Federal District, poselenie Voronovskoe, Troitsky Administrative Okrug, Russia",house,25.454545454545453,5,3,0.6666666666666666,2,8.0,9.0,2024.0,407674.0
Russia,"Central Federal District, Russia",house,55.0,2,1,0.6666666666666666,1,28.0,9.0,2024.0,445196.0
Russia,"Central Federal District, Russia",house,49.63636363636363,3,2,0.6666666666666666,1,16.0,9.0,2024.0,374900.0
Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",townhouse,117.72727272727272,6,4,0.6666666666666666,2,3.0,9.0,2015.0,404984.0
Russia,"Oryol-Izumrud, South Federal District, Resort Town of Sochi (municipal formation), Russia",house,101.81818181818181,5,3,0.6666666666666666,2,16.0,9.0,2024.0,419200.0
Russia,"South Federal District, Sochi, Resort Town of Sochi (municipal formation), Russia",house,132.36363636363637,5,3,0.6666666666666666,2,16.0,9.0,2024.0,471600.0
Russia,"Pushkino, Central Federal District, poselenie Filimonkovskoe, Novomoskovsky Administrative Okrug, Russia",house,142.54545454545453,6,4,0.6666666666666666,2,3.0,8.0,2022.0,519211.0
Russia,"South Federal District, Sochi, Resort Town of Sochi (municipal formation), Russia",house,165.45454545454544,5,3,0.6666666666666666,2,16.0,9.0,2024.0,471600.0
Russia,"Central Federal District, Russia",house,25.454545454545453,5,3,0.6666666666666666,2,40.0,9.0,2024.0,431495.0
Russia,"Central Federal District, poselenie Pervomayskoe, Troitsky Administrative Okrug, Russia",house,216.36363636363637,5,3,0.6666666666666666,2,3.0,9.0,2023.0,398240.0
Russia,"Central Federal District, poselenie Pervomayskoe, Troitsky Administrative Okrug, Russia",house,213.1818181818182,6,4,0.6666666666666666,2,3.0,9.0,2023.0,398240.0
Russia,"South Federal District, Resort Town of Sochi (municipal formation), Russia",townhouse,44.54545454545455,3,2,0.6666666666666666,1,2.0,9.0,2024.0,373832.0
Russia,"Oryol-Izumrud, South Federal District, Resort Town of Sochi (municipal formation), Russia",house,127.27272727272727,5,3,0.6666666666666666,2,16.0,9.0,2024.0,387760.0
Russia,"Kartmazovo, Central Federal District, Moskovsky Settlement, Novomoskovsky Administrative Okrug, Russia",house,304.1818181818182,8,5,0.6666666666666666,3,4.0,8.0,2008.0,518692.0
Russia,"Central Federal District, poselenie Voskresenskoe, Novomoskovsky Administrative Okrug, Russia",house,174.36363636363637,6,4,0.6666666666666666,2,3.0,8.0,2022.0,576400.0
Russia,"South Federal District, Sochi, Resort Town of Sochi (municipal formation), Russia",cottage,146.36363636363637,12,8,0.6666666666666666,4,6.0,8.0,2020.0,503040.0
Russia,"Central Federal District, Russia",house,88.45454545454545,4,3,0.6666666666666666,1,1.0,8.0,2020.0,607515.0
Russia,"Central Federal District, poselenie Krasnopahorskoe, Troitsky Administrative Okrug, Russia",house,231.0,7,5,0.6666666666666666,2,2.0,8.0,2022.0,524000.0
Russia,"Central Federal District, poselenie Krasnopahorskoe, Troitsky Administrative Okrug, Russia",house,231.63636363636363,8,5,0.6666666666666666,3,2.0,8.0,2020.0,670720.0
Russia,"Gorki Leninskiye, Central Federal District, Leninsky District, Russia",house,230.36363636363637,6,4,0.6666666666666666,2,3.0,8.0,2020.0,591527.0
Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",house,248.1818181818182,8,5,0.6666666666666666,3,3.0,8.0,2020.0,576400.0
Russia,"Central Federal District, North-Western Administrative Okrug, Russia",house,68.0,3,2,0.6666666666666666,1,5.0,8.0,2020.0,519585.0
Russia,"South Federal District, Sochi, Resort Town of Sochi (municipal formation), Russia",house,130.45454545454544,5,3,0.6666666666666666,2,6.0,8.0,2020.0,524000.0
Russia,"Sof’ino, Central Federal District, poselenie Krasnopahorskoe, Troitsky Administrative Okrug, Russia",house,292.72727272727275,8,5,0.6666666666666666,3,4.0,8.0,2005.0,571132.0
Russia,"Central Federal District, South-Eastern Administrative Okrug, Russia",house,60.0,3,2,0.6666666666666666,1,19.0,9.0,2024.0,478018.0
Russia,"Central Federal District, Russia",house,56.63636363636363,3,2,0.6666666666666666,1,13.0,8.0,2020.0,542643.0
Russia,"Central Federal District, Naro-Fominskiy gorodskoy okrug, Russia",house,197.27272727272728,7,5,0.6666666666666666,2,2.0,8.0,2021.0,581516.0
Russia,"Gorodok, Northwestern Federal District, Bugrovskoe selskoe poselenie, Vsevolozhsky District, Russia",house,104.0,5,3,0.6666666666666666,2,6.0,8.0,2020.0,570093.0
Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",house,116.45454545454545,5,3,0.6666666666666666,2,2.0,8.0,2020.0,576400.0
Russia,"Central Federal District, poselenie Voronovskoe, Troitsky Administrative Okrug, Russia",house,38.18181818181818,2,1,0.6666666666666666,1,9.0,8.0,2020.0,575540.0
Russia,"Sanino, Central Federal District, Kokoshkino settlement, Novomoskovsky Administrative Okrug, Russia",house,133.63636363636363,5,3,0.6666666666666666,2,2.0,9.0,2014.0,461120.0
Russia,"Central Federal District, poselenie Voronovskoe, Troitsky Administrative Okrug, Russia",house,33.09090909090909,2,1,0.6666666666666666,1,6.0,8.0,2020.0,494005.0
Russia,"South Federal District, Resort Town of Sochi (municipal formation), Russia",house,86.54545454545455,5,3,0.6666666666666666,2,2.0,9.0,2020.0,422592.0
Russia,"South Federal District, Sochi, Resort Town of Sochi (municipal formation), Russia",house,286.3636363636364,5,3,0.6666666666666666,2,2.0,9.0,2024.0,459318.0
Russia,"Krasnodar Krai, Sochi, Russia",house,174.36363636363637,7,5,0.6666666666666666,2,3.0,8.0,2020.0,487607.0
Russia,"Zhukovo, Central Federal District, Domodedovsky District, Russia",house,197.27272727272728,5,3,0.6666666666666666,2,3.0,8.0,2020.0,511591.0
Russia,"South Federal District, Sochi, Resort Town of Sochi (municipal formation), Russia",house,114.54545454545455,5,3,0.6666666666666666,2,6.0,8.0,2020.0,571132.0
Russia,"South Federal District, Resort Town of Sochi (municipal formation), Russia",house,165.45454545454544,5,3,0.6666666666666666,2,6.0,8.0,2020.0,524000.0
Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",house,276.8181818181818,5,3,0.6666666666666666,2,4.0,8.0,2020.0,560748.0
Russia,"Central Federal District, Western Administrative Okrug, Russia",house,38.18181818181818,5,3,0.6666666666666666,2,22.0,8.0,2020.0,580799.0
Russia,"Peterhof, Northwestern Federal District, Petrodvorcovyy rayon, Russia",house,89.0,5,3,0.6666666666666666,2,6.0,8.0,2020.0,482866.0
Russia,"Central Federal District, poselenie Voronovskoe, Troitsky Administrative Okrug, Russia",house,42.63636363636363,3,2,0.6666666666666666,1,11.0,8.0,2020.0,479617.0
Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",house,183.9090909090909,7,5,0.6666666666666666,2,2.0,8.0,2020.0,623560.0
Russia,"Central Federal District, poselenie Pervomayskoe, Troitsky Administrative Okrug, Russia",house,201.0909090909091,7,5,0.6666666666666666,2,3.0,8.0,2020.0,550363.0
Russia,"Krasnodar Krai, Sochi, Russia",house,159.0909090909091,5,3,0.6666666666666666,2,2.0,8.0,2020.0,536367.0
Russia,"Ptichnoye, Central Federal District, poselenie Pervomayskoe, Troitsky Administrative Okrug, Russia",house,220.1818181818182,6,4,0.6666666666666666,2,6.0,8.0,2020.0,623560.0
others,"Geistariskes, Alytus County, Alytus District Municipality, Lithuania",apartment,42.63636363636363,3,2,0.6666666666666666,1,5.0,2.0,1990.0,48912.0
others,"Silute, Klaipeda County, Šilutė District Municipality, Lithuania",apartment,37.54545454545455,3,2,0.6666666666666666,1,4.0,3.0,1994.0,64672.0
Russia,"Central Federal District, Russia",house,84.63636363636364,4,3,0.6666666666666666,1,7.0,8.0,2020.0,557954.0
Russia,"Central Federal District, Russia",house,57.27272727272727,3,2,0.6666666666666666,1,29.0,8.0,2020.0,607355.0
others,"Kaunas County, Kaunas, Kauno miesto savivaldybe, Lithuania",apartment,49.63636363636363,4,3,0.6666666666666666,1,5.0,4.0,1980.0,106519.0
others,"Pustalaukis, Vilnius County, Vilnius city municipality, Lithuania",apartment,35.0,3,2,0.6666666666666666,1,4.0,1.0,2028.0,227168.0
others,"Vilnius County, Vilnius, Vilnius city municipality, Lithuania",apartment,40.72727272727273,3,2,0.6666666666666666,1,9.0,7.0,1973.0,135323.0
others,"Vilnius County, Vilnius, Vilnius city municipality, Lithuania",apartment,31.818181818181817,2,1,0.6666666666666666,1,5.0,3.0,1986.0,133692.0
others,"Kaunas County, Kaunas, Kauno miesto savivaldybe, Lithuania",apartment,31.818181818181817,2,1,0.6666666666666666,1,9.0,6.0,1986.0,70542.0
others,"Vilnius County, Vilnius, Vilnius city municipality, Lithuania",apartment,28.0,2,1,0.6666666666666666,1,5.0,5.0,1967.0,116845.0
others,"Naujieji Bernatoniai, Kaunas County, Kaunas District Municipality, Lithuania",apartment,39.45454545454545,3,2,0.6666666666666666,1,2.0,2.0,2010.0,173909.0
others,"Panevezys County, Panevėžys, Panevezio miesto savivaldybe, Lithuania",apartment,31.818181818181817,2,1,0.6666666666666666,1,9.0,1.0,1977.0,52716.0
others,"Pruszkow, Masovian Voivodeship, Pruszków County, Poland",apartment,35.0,2,1,0.5,1,11.0,3.0,11.0,144031.0
others,"Suchy Las, Greater Poland Voivodeship, gmina Suchy Las, Poznań County, Poland",apartment,46.45454545454545,3,2,0.6666666666666666,1,5.0,3.0,2004.0,151612.0
others,"Masovian Voivodeship, Warsaw, Poland",apartment,22.90909090909091,2,1,0.5,1,10.0,3.0,5.5,129604.0
others,"Greater Poland Voivodeship, Poznan, Poland",apartment,54.72727272727273,4,3,0.6666666666666666,1,4.0,3.0,5.5,136695.0
others,"Wielka Wies, Greater Poland Voivodeship, gmina Buk, Poznań County, Poland",apartment,64.9090909090909,2,1,0.6666666666666666,1,4.0,3.0,5.5,138163.0
others,"Masovian Voivodeship, Warsaw, Poland",apartment,33.72727272727273,3,2,0.5,1,10.0,10.0,10.0,146477.0
others,"Masovian Voivodeship, Warsaw, Poland",apartment,31.18181818181818,2,1,0.5,1,3.0,3.0,3.0,117377.0
others,"Vilnius County, Vilnius, Vilnius city municipality, Lithuania",house,98.0,3,2,0.6666666666666666,1,1.0,3.0,2015.0,195647.0
others,"Rinkunai, Kaunas County, Kaunas District Municipality, Lithuania",house,114.54545454545455,3,2,0.6666666666666666,1,3.0,3.0,2011.0,206515.0
others,"Vilnius County, Vilnius, Vilnius city municipality, Lithuania",house,66.81818181818181,3,2,0.6666666666666666,1,2.0,3.0,2023.0,205688.0
others,"Taurage, Taurage County, Taurages rajono savivaldybe, Lithuania",house,120.9090909090909,3,2,0.6666666666666666,1,2.0,3.0,1996.0,228255.0
others,"Mori, Trentino-Alto Adige/Südtirol, Comunita della Vallagarina, Provincia di Trento, Italy",apartment,63.0,3,2,0.6666666666666666,1,2.0,1.0,2023.0,228428.0
Hungary,"Central Hungary, Budapest, Komarom-Esztergom, Hungary",house,76.36363636363636,5,3,0.6666666666666666,2,2.0,2.0,2006.0,238681.0
others,"Desenzano del Garda, Lombardy, Italy",penthouse,130.0,4,1,0.6,3,3.0,2.0,2023.0,1748733.0
Hungary,"Vac, Central Hungary, Vaci jaras, Pest megye, Hungary",house,56.0,4,3,0.6666666666666666,1,2.0,2.0,2003.0,257395.0
Hungary,"Diosd, Central Hungary, Erdi jaras, Pest megye, Hungary",house,66.81818181818181,4,3,0.6666666666666666,1,2.0,2.0,2003.0,313826.0
Hungary,"Monostorapati, Transdanubia, Tapolcai jaras, Veszprém, Hungary",house,82.72727272727272,4,3,0.6666666666666666,1,2.0,2.0,2006.0,244698.0
Hungary,"Transdanubia, Budapest, Komarom-Esztergom, Hungary",apartment,82.72727272727272,3,2,0.6666666666666666,1,2.0,2.0,1930.0,308828.0
Hungary,"Siofok, Transdanubia, Siofoki jaras, Somogy, Hungary",apartment,49.0,3,2,0.6666666666666666,1,2.0,2.0,2020.0,297110.0
Hungary,"Central Hungary, Budapest, Komarom-Esztergom, Hungary",apartment,71.27272727272727,3,1,0.6666666666666666,2,2.0,1.0,1900.0,318387.0
Hungary,"Transdanubia, Budapest, Komarom-Esztergom, Hungary",house,89.0909090909091,5,3,0.6666666666666666,2,2.0,2.0,1986.0,252474.0
Hungary,"Central Hungary, Budapest, Komarom-Esztergom, Hungary",apartment,45.18181818181818,3,2,0.6666666666666666,1,2.0,2.0,2003.0,286474.0
Hungary,"Central Hungary, Budapest, Komarom-Esztergom, Hungary",apartment,36.90909090909091,3,2,0.6666666666666666,1,2.0,2.0,2003.0,273230.0
others,"Lombardy, Milan, Italy",apartment,69.36363636363636,2,2,0.6904761904761905,0,3.0,2.0,2012.0,1585276.0
Hungary,"Szentgotthard, Transdanubia, Szentgotthardi jaras, Vas, Hungary",house,95.45454545454545,4,3,0.6666666666666666,1,2.0,2.0,2003.0,267760.0
others,"Lombardy, Como, Italy",apartment,254.54545454545453,5,4,0.6904761904761905,1,3.0,2.0,2012.0,1705015.0
others,"Griante, Lombardy, Italy",apartment,171.8181818181818,5,4,0.6904761904761905,1,3.0,2.0,2012.0,1748733.0
others,"Desenzano del Garda, Lombardy, Italy",penthouse,198.0,5,2,0.6,3,3.0,2.0,2023.0,1901747.0
others,"Alassio, Liguria, Savona, Italy",apartment,50.90909090909091,3,2,0.6904761904761905,1,3.0,2.0,2012.0,1639437.0
others,"Belgirate, Piemont, Verbano-Cusio-Ossola, Italy",apartment,38.18181818181818,2,1,0.6666666666666666,1,2.0,1.0,2006.0,251380.0
others,"Moniga del Garda, Lombardy, Italy",apartment,70.0,4,3,0.6666666666666666,1,2.0,1.0,2006.0,262310.0
others,"Menaggio, Lombardy, Italy",apartment,50.90909090909091,3,2,0.6666666666666666,1,2.0,1.0,2002.0,240451.0
others,"Desenzano del Garda, Lombardy, Italy",apartment,140.0,4,3,0.6904761904761905,1,3.0,2.0,2012.0,1748733.0
others,"VV, Vibo Valentia, Italy",apartment,44.54545454545455,2,1,0.6666666666666666,1,2.0,1.0,2002.0,196487.0
others,"Lazio, Rome, Roma Capitale, Italy",apartment,50.90909090909091,4,3,0.6666666666666666,1,3.0,2.0,2012.0,1748733.0
others,"Tavernola, Lombardy, Como, Italy",apartment,127.27272727272727,3,2,0.6904761904761905,1,3.0,2.0,2012.0,1639437.0
others,"Desenzano del Garda, Lombardy, Italy",apartment,120.9090909090909,4,3,0.6904761904761905,1,3.0,2.0,2012.0,1748733.0
others,"Alassio, Liguria, Savona, Italy",apartment,89.0909090909091,4,3,0.6904761904761905,1,3.0,2.0,2012.0,1858029.0
others,"Sanremo, Liguria, Imperia, Italy",apartment,44.54545454545455,3,2,0.6666666666666666,1,2.0,1.0,2006.0,273240.0
others,"Trentino-Alto Adige/Südtirol, Ueberetsch-Unterland - Oltradige-Bassa Atesina, South Tyrol, Italy",penthouse,85.9090909090909,4,2,0.6,2,3.0,2.0,2012.0,1639437.0
others,"Alassio, Liguria, Savona, Italy",apartment,28.636363636363637,3,2,0.6666666666666666,1,2.0,1.0,2006.0,256845.0
others,"Lonato del Garda, Lombardy, Italy",apartment,81.0,3,2,0.6666666666666666,1,2.0,1.0,2023.0,277611.0
others,"Calcinato, Lombardy, Italy",apartment,72.0,4,2,0.6666666666666666,1,2.0,1.0,2015.0,271054.0
others,Italy,apartment,70.0,2,2,0.6666666666666666,0,2.0,1.0,2006.0,250247.0
others,"Ossuccio, Lombardy, Tremezzina, Italy",apartment,57.27272727272727,2,1,0.6666666666666666,1,2.0,1.0,2006.0,251380.0
others,"Toscolano Maderno, Lombardy, Comunita Montana Parco Alto Garda bresciano, Italy",apartment,36.27272727272727,2,1,0.6666666666666666,1,2.0,1.0,2002.0,183617.0
others,"Alassio, Liguria, Savona, Italy",apartment,82.72727272727272,4,3,0.6904761904761905,1,3.0,2.0,2012.0,1858029.0
others,"Marina di Pietrasanta, Pietrasanta, Tuscany, Unione dei comuni della Versilia, Lucca, Italy",apartment,147.0,5,1,0.6904761904761905,4,3.0,2.0,2012.0,1639437.0
others,"Sirmione, Lombardy, Italy",apartment,146.36363636363637,4,3,0.6904761904761905,1,3.0,2.0,2012.0,1639437.0
others,"Desenzano del Garda, Lombardy, Italy",apartment,150.0,6,3,0.6904761904761905,3,3.0,2.0,2012.0,1858029.0
others,"Desenzano del Garda, Lombardy, Italy",apartment,150.0,6,2,0.6904761904761905,4,3.0,2.0,2012.0,1748733.0
others,"Desenzano del Garda, Lombardy, Italy",penthouse,133.0,4,2,0.6,2,3.0,2.0,2023.0,1486423.0
others,"Gaino, Lombardy, Comunita Montana Parco Alto Garda bresciano, Italy",apartment,84.0,2,0,0.6666666666666666,2,2.0,1.0,2008.0,316958.0
others,"Menaggio, Lombardy, Italy",apartment,85.0,5,2,0.6666666666666666,1,2.0,1.0,2006.0,262310.0
others,"Dizzasco, Lombardy, Italy",apartment,57.27272727272727,3,2,0.6666666666666666,1,2.0,1.0,2006.0,289634.0
others,"Lugana, Sirmione, Lombardy, Italy",apartment,60.0,2,1,0.6666666666666666,1,2.0,1.0,2004.0,262310.0
others,"Toscolano Maderno, Lombardy, Comunita Montana Parco Alto Garda bresciano, Italy",apartment,74.0,3,2,0.6666666666666666,1,2.0,1.0,1700.0,303842.0
others,"Sanremo, Liguria, Imperia, Italy",apartment,36.27272727272727,5,4,0.6666666666666666,1,2.0,1.0,2002.0,234986.0
others,"Desenzano del Garda, Lombardy, Italy",apartment,222.72727272727272,3,2,0.6904761904761905,1,3.0,2.0,2012.0,1420846.0
others,"Sala Comacina, Lombardy, Italy",apartment,31.818181818181817,2,1,0.6666666666666666,1,2.0,1.0,2002.0,245916.0
others,"Desenzano del Garda, Lombardy, Italy",apartment,95.45454545454545,5,3,0.6904761904761905,2,3.0,2.0,2022.0,1420846.0
others,"Trentino-Alto Adige/Südtirol, Ueberetsch-Unterland - Oltradige-Bassa Atesina, South Tyrol, Italy",apartment,105.0,3,0,0.6904761904761905,3,3.0,2.0,2012.0,1366198.0
others,"Portofino, Liguria, Genoa, Italy",apartment,63.63636363636363,3,3,0.6904761904761905,0,3.0,2.0,2012.0,1461442.0
others,"Moniga del Garda, Lombardy, Italy",penthouse,240.0,5,3,0.6,2,3.0,2.0,2014.0,1912677.0
others,"Desenzano del Garda, Lombardy, Italy",apartment,82.72727272727272,3,2,0.6904761904761905,1,3.0,2.0,2012.0,1311550.0
others,"Campione d Italia, Lombardy, Italy",apartment,63.63636363636363,3,2,0.6904761904761905,1,3.0,2.0,2012.0,1311550.0
others,"Omegna, Piemont, Verbano-Cusio-Ossola, Italy",apartment,79.54545454545455,4,3,0.6666666666666666,1,2.0,1.0,2006.0,256845.0
others,"Varazze, Liguria, Savona, Italy",apartment,28.636363636363637,3,2,0.6666666666666666,1,2.0,1.0,2002.0,212034.0
others,"Lombardy, Como, Italy",apartment,78.0,4,2,0.6666666666666666,2,2.0,1.0,2006.0,289634.0
others,"Lugana, Sirmione, Lombardy, Italy",apartment,47.0,2,1,0.6666666666666666,1,2.0,1.0,2001.0,249194.0
